timestamp,ax,ay,az,gx,gy,gz,mx,my,mz,dist
1786369061.6137564,-1.24,-2.595,9.352,-0.029,0.029,-0.005,21.9,-24.75,33.75,59.0
1786369061.6137943,-1.259,-2.605,9.409,-0.028,0.041,0.0,22.5,-24.45,32.85,59.0
1786369061.613814,-1.255,-2.624,9.376,-0.028,0.039,-0.003,23.1,-23.85,33.0,66.0
1786369061.6138332,-1.537,-2.468,9.397,-0.009,0.048,-0.012,23.55,-21.75,34.65,67.0
1786369061.6138496,-1.437,-2.444,9.38,-0.012,0.019,-0.011,22.5,-23.25,33.9,67.0
1786369061.6138651,-1.331,-2.526,9.44,-0.016,0.024,-0.002,24.3,-23.25,35.1,67.0
1786369061.613881,-1.47,-2.54,9.402,-0.014,0.002,-0.001,22.65,-22.8,35.25,59.0
1786369061.6139054,-1.422,-2.495,9.361,-0.012,0.003,0.002,23.4,-21.6,35.55,59.0
1786369061.613926,-1.444,-2.461,9.606,-0.034,0.006,0.0,23.85,-22.35,36.3,59.0
1786369061.6139424,-1.494,-2.483,9.376,-0.015,0.015,0.007,23.4,-23.1,35.25,72.0
1786369061.6139581,-1.492,-2.43,9.34,-0.025,0.004,-0.001,23.55,-22.2,35.4,72.0
1786369061.6139727,-1.501,-2.557,9.481,-0.016,0.0,-0.001,23.1,-23.1,35.25,72.0
1786369061.613987,-1.329,-2.468,9.404,-0.014,0.028,0.001,24.3,-23.25,35.1,57.0
1786369061.6140015,-1.489,-2.442,9.364,-0.019,0.02,-0.001,21.9,-20.85,35.25,57.0
1786369061.6140156,-1.484,-2.454,9.366,-0.015,0.012,0.007,23.4,-22.35,34.2,57.0
1786369061.6140296,-1.508,-2.497,9.402,-0.019,0.014,-0.004,24.3,-22.5,35.4,66.0
1786369061.6140442,-1.41,-2.471,9.397,-0.012,0.021,0.001,23.85,-22.35,33.75,66.0
1786369061.6140585,-1.36,-2.437,9.469,-0.012,0.028,0.003,24.3,-21.45,34.65,66.0
1786369061.6140733,-1.439,-2.483,9.416,-0.01,0.012,-0.006,23.25,-21.45,35.85,60.0
